ID,target,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7
4a0790d30,170000,-0.30055794,-0.190346058,0.1120900088,-0.052903924,-0.12265529,-0.1355696,-0.003509181
4a0a538e2,1013333.34,-0.293211716,-0.196577529,0.0943740033,-0.093466057,-0.070019215,-0.154696394,-0.006707249
4a0d1739a,20333333.34,0.8795652653,-0.473899995,-0.72794871,-0.347025423,3.8673517448,0.1517654178,0.9550603948
4a24b0efe,80000,-0.004931244,-0.242265487,-0.236526528,-0.081705461,0.174189783,-0.07509872,-0.150228119
4a4d00db8,6000000,-0.023893723,-0.380554928,-0.19401574,-0.149459654,-0.22321924,-0.532735526,0.6361385456
4a5425356,1600000,0.5845434919,-0.59441354,0.3098181475,-1.065357331,-0.500640465,-0.116189844,-0.772297418
4a686bd4f,2000000,-0.304884039,-0.19867882,0.1284235003,-0.072517401,-0.081810739,-0.093886931,0.0157963218
4a6fd0abb,20000000,-0.156574908,-0.092286233,-0.118716807,-0.053562254,0.0517459147,0.2097235248,0.0534465689
4a9c5f8b9,4080000,0.513656673,-1.224244178,-0.656997392,0.93755809,-0.272523503,0.4059593016,0.6283480287
4aaf6bd0d,18000000,-0.241283208,-0.224983274,0.005751676,-0.023181174,-0.184440038,-0.157732087,-0.170814521
4abd2e2ce,5166666.66,0.3758256854,-1.153684344,-0.429081684,-0.344161605,1.3442393162,-0.556565896,1.0301996868
4aceb6ffc,447000,-0.310228101,-0.177499362,0.0961141936,-0.059024112,-0.133545674,-0.124073891,-0.028003574
4adfd9228,9100000,-0.113168654,0.1421077104,-0.068595278,-0.302643082,0.7203674479,1.2073975846,1.1580127309
4af435ae6,4000000,0.5962541698,-0.946583913,-1.083298266,0.282286857,0.5406459974,0.5095169234,-0.761091189
4aff11400,8200000,-0.149461209,-0.45101894,-0.304436105,-0.103249654,-0.622789277,-0.151887805,0.4794959845
4b0af8baa,212000,-0.29856424,-0.180605466,0.1112491629,-0.016480412,-0.169581983,-0.125606086,-0.029755016
4b14b1c6d,2000000,-0.15554467,-0.218524666,0.0689956042,-0.161022414,-0.083582683,0.5367026179,0.2456997543
4b2c8dbc2,1000000,-0.314309659,-0.178767356,0.1031246379,-0.059476556,-0.137414044,-0.120620903,-0.021681224
4b4d31845,200000,4.8588146974,-6.260063,-9.490296378,1.6100423568,-3.194077733,-4.235987258,-2.240810349
4b4e45b04,64000,-0.24552634,-0.127810388,0.0617762849,-0.059581638,0.175650693,0.0920258838,0.2685935517
4b6b8a688,20000000,0.4133303418,0.0062841786,-0.073000811,-0.388830811,3.4428951578,2.3263709614,3.030903081
4b79c0bff,5300000,-0.230559275,-0.377687028,0.2027240352,-0.095114454,-0.282600003,0.2122557261,0.0257218499
4b7b98488,5749333.34,0.2395676309,-0.321149076,0.6717033913,-0.229488994,-0.084209885,1.3241047894,-0.81931925
4b81a380e,2400000,0.2474995662,-0.402171153,-0.346997725,-0.179407635,0.8254633812,0.7552811972,1.0030084285
4b83b5dd4,6000000,0.0257034731,-0.223359036,0.0487870165,-0.382343273,0.723861707,0.1620428332,-0.019018704
4b86677b8,600000,-0.071669457,-0.370934088,0.1950016774,-0.234675089,0.7394269491,-0.041813927,-1.193637605
4b8754c3f,86666.66,-0.260000516,-0.216224722,0.019385338,-0.025825894,-0.192116845,-0.104281088,0.0245082971
4b9264d72,60000,-0.199588249,0.028456634,-0.176236693,0.0151452381,0.0873824542,0.0664456075,0.1953887556
4bace656c,1500000,-0.045204178,-0.267690724,0.1363797925,-0.356806859,1.1257250718,0.1305105726,-0.04745755
4bb63f3e2,10667200,-0.220367669,-0.307960086,0.0624576277,-0.123050205,-0.1794304,0.0860279559,-0.344260575
4be86043d,1500000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
4bebff0f2,11000000,0.3409238019,-1.213454908,-0.817488121,1.0253163779,-1.250512399,0.4164037417,0.0879926861
4c02554fd,7500000,-0.225276194,-0.20077664,0.2157515825,-0.108544882,0.0254572838,0.1812244007,0.4360760517
4c0316d32,3252500,1.1845639729,-1.149693571,-0.380922611,-0.685300019,3.4239340592,2.3395092458,1.5847798986
4c054c848,10000000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
4c0e7788f,15000000,-0.248499025,-0.02283505,-0.014628059,-0.08414436,0.1561983306,0.0658909167,0.3841854858
4c2c6a986,620000,0.0025944255,-0.418393466,-0.018027428,-0.260399191,0.4030078084,-0.447614437,0.1937699312
4c5142872,9000000,0.2493857978,-0.210437964,-0.312555077,-0.107498967,0.0280801057,-0.114530659,0.0657765628
4c5344b58,68000,-0.308316142,-0.183006603,0.1092253625,-0.063879694,-0.105118452,-0.108621609,-0.002517034
4c6308151,10000000,0.1399694107,-0.669490109,-0.536540326,-0.195531344,-1.080885979,0.6322497102,1.0106103979
4c76c25e9,30000000,-0.111118602,0.1627883786,0.067306761,-0.035098086,0.2935169064,-0.111394449,0.2423389324
4c8501cc8,4433333.34,0.2984796108,-0.203940475,0.8194603466,-0.998514678,-0.356275088,0.3398097986,-0.574524007
4ca0fff66,600000,-0.287580966,-0.225182589,0.051705627,-0.044232148,-0.172008845,-0.122003274,-0.009691864
4cc96d38d,306000,-0.010917845,-0.943337008,-0.297718178,0.072297373,-0.564696927,-0.07585798,0.3433177968
4cd26c425,400000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
4cdbb3622,30000000,15.114558895,-5.486054661,9.6737992373,15.429744201,-5.993204043,0.4816999792,13.080291564
4ce2210fe,3900000,-0.243139094,-0.139524175,0.0445580272,-0.06765242,0.0080563068,-0.151552199,-0.015445205
4ce51123f,600000,-0.307394344,-0.193081595,0.124419086,-0.063672112,-0.090695994,-0.051121651,0.0424127268
4d00dbe5d,5600000,-0.296692001,-0.150617582,0.0710500597,-0.03401522,-0.090412272,-0.120348509,-0.06165958
4d0a7fa75,26000000,17.240813768,-0.431510877,13.533161422,4.3328878408,11.628668774,-19.79389319,20.406203522
4d0bc1992,10666666.66,1.2610777515,-1.368775297,-1.315911486,-0.407400882,-0.230668467,1.8517648641,0.419212575
4d2097176,5100000,0.0111948988,-0.485109792,-0.333129622,-0.134648892,0.908627003,-0.994428314,-0.224811782
4d3169b73,1132000,0.1130022614,-0.502894391,0.071011889,-0.230797846,0.0662812289,1.3315797051,1.0904422656
4d400bcc6,2200000,-0.301566613,-0.169249646,0.1091406711,-0.078399413,-0.101039636,-0.144858126,0.0022796766
4d4f73a50,12066666.66,0.027957379,-0.012753382,-0.404801706,0.0359296278,0.5583342579,-0.12618092,-0.048267923
4d52b8aca,600000,-0.185377223,-0.080097569,0.2081541605,-0.618737065,-0.352507862,0.463727818,0.136605013
4d541739c,2400000,-0.284404153,-0.206389783,0.1293380472,-0.090100768,-0.005048012,-0.050072508,-0.15836757
4d56c0ab9,15000000,-0.182081852,-0.160458553,-0.210233666,0.0124629207,-0.094101585,0.0126239812,0.2415095685
4d6e30703,240000,-0.206539979,-0.310367755,0.0873414519,-0.184663515,-0.022954641,-0.325764066,0.2137239004
4d7de0cce,33333.34,-0.311998226,-0.181784757,0.1033479704,-0.061584641,-0.127091843,-0.121092828,-0.019029674
4d7f273ac,3665000,2.360461802,-1.454258611,-4.66327389,1.5391807416,0.8469304013,1.5018786012,-1.770912491
4d91e39a3,12322857.14,0.6321033435,-0.327268648,0.4720579444,-1.020035607,2.1060276672,1.1300465122,-1.055986219
4dad57c15,2000000,-0.196215111,-0.152736482,-0.026775136,-0.18779116,-0.234596544,0.2994634858,0.1106624898
4dad5af86,40000000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
4db6ea993,1000000,-0.140179438,-0.349489406,-0.051276607,-0.186350586,-0.06805242,0.0251450826,-0.009046577
4dba60f73,1200000,-0.26922011,-0.078326254,0.034912365,-0.135031207,0.0343615767,0.1685221062,0.2351812492
4dbf6f1a6,1800000,-0.270672692,-0.151476642,0.029513539,-0.04855716,-0.140944814,-0.040422767,-0.110489431
4ddd7221b,21143000,-0.219760363,-0.366377963,0.3854028378,-0.116460952,0.4971740224,0.816582756,0.8490568322
4de583176,22500000,18.747278352,-11.74018848,13.006979374,15.854209501,0.5412863585,16.909725537,-6.580969691
4de6fc922,5000000,0.0717616068,-0.555232439,-0.316317797,-0.345828234,0.6791488622,-0.619620374,0.6798872642
4de80be0b,1600000,-0.27188767,-0.129998706,0.0156938811,-0.028321849,0.0610212,-0.12907262,0.0189767367
4ded1c93a,2000000,-0.304194187,-0.170830051,0.0726388053,-0.047438676,-0.166391164,-0.095091395,-0.004711849
4e063979b,50000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
4e07bb448,465000,0.7582463911,1.0546015923,-1.518369686,0.5067820595,2.6380775353,-1.078446523,-2.343260046
4e1508ff2,646000,-0.239550191,-0.182043503,0.1177099734,-0.071314763,0.1947110384,0.1597896775,0.2764842064
4e19b71db,14070000,1.1166783776,-1.001096237,-1.678957972,0.7516024559,0.484785025,0.1987525445,-0.214510496
4e56fb41c,586666.66,0.1736844636,-0.701171424,-0.479257002,0.2232623315,-0.535968555,-0.352744234,-0.335134843
4e685ac82,200000,-0.313516114,-0.179522178,0.1017641111,-0.059529174,-0.140339008,-0.1185703,-0.020938247
4e7fc1e5f,10700000,-0.093025826,-0.054762853,0.1225180802,-0.090779854,1.0189335957,0.9348266828,1.5031199568
4e8446660,24600000,1.0730547958,-1.181226398,-1.082414013,-0.657565848,0.4459400372,0.817950366,-0.438721682
4e86bb5c1,300000,0.3295319946,0.1564040783,-1.220062949,0.5863632642,0.6330542088,-0.00542261,-1.037207828
4e8cf5272,2000000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
4e92ae0e1,13700000,-0.13137669,-0.122500783,0.0231104013,-0.151906354,0.7472291363,0.1241739642,0.50872966
4e9dc96fa,1000000,-0.284083017,-0.102834449,0.0394326422,-0.024714927,-0.004449706,-0.037996764,0.0954753716
4ea5e7656,1000000,-0.168553082,-0.038629521,-0.115312178,-0.00833419,0.3540051863,-0.306438703,-0.025147447
4eb3978dd,17375000,1.5350533401,0.45805741,2.173767306,-0.87298325,2.5342960293,2.8079770254,4.5068395593
4eb8437ce,371333.34,-0.28529853,-0.187440664,0.0840355496,-0.078706596,-0.0649622,-0.09631767,-0.037892354
4ec804660,320000,-0.306768441,-0.172738567,0.0861635808,-0.05716029,-0.130322127,-0.112980423,-0.007122719
4ed977213,30000000,18.322881754,0.1502513343,15.11430398,4.1584230707,16.756369901,-22.7099377,13.12022705
4eeb3f489,46000,-0.314438846,-0.17915126,0.1034172004,-0.059450643,-0.137946636,-0.120999944,-0.022546006
4efdaf9b1,34000000,19.238765288,-7.63967897,12.235191567,12.521992795,-4.665889295,0.9280640359,-9.498669963
4f0d68b23,8500000,1.1463154602,0.1559956216,-2.316997099,0.0740471658,3.3182434134,0.4393613308,1.3491054789
4f16dfa4b,20000000,-0.312421708,-0.182850991,0.1120865696,-0.062123258,-0.127446356,-0.110016259,-0.006055939
4f205e01f,1200000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
4f2cea6c0,100000,-0.310754929,-0.172642937,0.0951839557,-0.056263696,-0.127405903,-0.124116562,-0.023990556
4f31677c9,10000000,0.900398243,-2.321245137,-0.841274643,0.4546026885,-0.194935397,-1.01951787,0.7137028438
4f4cf7f05,6050000,-0.181919863,-0.141198866,0.2026126438,0.1410714069,0.1249618488,-0.125714894,-0.080451877
4f76e2d15,1879000,-0.027741053,-0.458692661,-0.074943834,-0.236442666,0.3056145391,0.1500703383,-0.192053238
4f8e1071f,20000000,0.4406020811,-0.27849175,-0.616940293,-0.673507694,0.468089981,2.5310475916,1.2183887467
4fa3167f8,8567333.34,1.1546380546,-0.205557224,1.2819613032,1.882585417,-0.387740604,-0.548716593,-1.362042659
4fba18876,6000000,1.9319938399,-1.607381227,-2.382702454,1.1958504841,0.8921606438,-1.507816176,-0.204525776
4fc7c958a,4000000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
4fcc6f2c4,20000000,0.1542951885,0.3002204018,-0.196692303,0.1447386499,2.0886469174,1.9029168853,2.0427228468
4ff289be8,13162000,-0.240841898,-0.196041559,0.2320948395,0.3424705804,-0.002856024,0.0200362274,-0.332576733
500d02a95,448666.66,0.3273749354,-0.103656643,-0.021652725,-0.122842271,0.0501966017,-0.113938732,-0.070200733
502cdea84,310000,0.5178767387,-0.471750412,0.180413724,-0.914771314,-0.669639729,0.2005833064,-0.454471995
504446531,8000000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
5049af5d6,48333.34,0.15828329,0.1647123599,-0.485926964,0.0823216493,0.9580935446,0.1128255939,0.2634616624
504e5be04,1100000,0.7681148942,-0.557276291,-0.276276393,-0.37195305,0.9401735212,2.5148048028,-0.241494833
50519225c,27140000,0.3844320497,-1.218063051,0.8864597496,-0.401974095,2.8781889957,-2.224094541,0.117004846
505ab4508,5243333.34,0.6076676372,-0.548694844,-0.8811049,-0.151956492,1.6277359431,0.3590383896,0.4372689644
505cbc842,3500000,0.5854515015,-0.950093003,-0.45792897,-0.445083194,2.2205141518,0.1483954546,-0.584406473
505cf92c6,1000000,0.0772611921,-0.524337035,0.0578799015,-0.15147159,-0.137933446,0.6637496166,-0.319306549
508a2d31a,5000000,-0.039840033,-0.185603695,0.2789115726,-0.364381749,1.3957359434,0.3407510451,-0.611049384
50ad45916,558000,0.1853286023,0.1764106334,-0.584195099,-0.068977229,0.8457539507,0.6913130925,0.2779768939
50b86becc,9000000,1.3021156711,-1.188068345,-0.679906699,0.4965723407,2.3705817143,-1.021747536,-2.269737149
50c9e012d,42000,-0.167262716,-0.165928166,0.1086483404,-0.178746444,0.3586438847,0.5294739482,-0.570072187
50d1e3a4c,200000,0.5838655995,-0.598289203,-0.476216979,-0.90574542,3.2575759175,-0.787296791,-0.461227928
50e6ada64,400000,-0.235637514,-0.30557082,0.121009191,-0.101009576,-0.052993756,0.0152494406,-0.045309088
510a16c2e,15000000,0.0500644343,-0.208508173,-0.106471893,-0.355093926,0.7520263114,0.0825014183,-0.237983991
510de59ed,356000,0.5405997681,-0.437560172,-0.965232211,0.0813665411,0.3149017817,0.0852713693,0.7368055223
5110db30c,170000,-0.313801768,-0.178254038,0.101569242,-0.058237777,-0.138152447,-0.120352214,-0.024836617
511749abd,6125000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
5118b9659,50000,-0.304159289,-0.16274458,0.0822490326,-0.050883776,-0.10992211,-0.126814406,-0.027108061
511a2ad87,3620000,-0.178656834,-0.444608691,0.10014219,-0.194730914,0.5198603599,-0.413811485,-0.115996036
511bd47ae,7260000,0.2565016181,-0.694414148,0.138445024,-0.238072919,1.3800628996,0.7819918887,0.1197630308
511c929bf,30000000,0.7279470949,-0.323686274,-1.966628342,0.6794341763,-0.238980943,-1.21166418,-3.626955385
511fb65de,3000000,4.8206754794,-6.387628168,-7.897617016,1.2346905519,1.3679207554,-3.59445288,-1.817907698
5121424c1,400000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
5134e7e50,10000000,-0.097929841,-0.672455983,0.2532314802,-0.42580072,0.9968601103,-0.565978315,0.4021176988
514abe432,3270000,-0.278760887,-0.201087757,0.1138696775,-0.082305304,-0.045694284,-0.04418432,-0.103970992
514b8190e,6000000,-0.031078413,-0.190188134,-0.136631831,-0.106935167,1.0237960902,-0.331327613,0.0086042532
5158740dd,1630000,-0.192772482,-0.421559596,0.0271911782,0.1857666219,-0.272564352,-0.027036905,-0.056762815
515ca2f60,30800000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
515d4cd23,11800000,0.1084657771,-0.504282136,0.7109763317,-0.349864869,1.8995152341,2.2766898038,2.551375278
516be064a,600000,-0.183848147,-0.404392974,-0.072814585,-0.056554294,-0.217371216,-0.122587889,-0.11672866
5173ff448,340000,0.3953445516,-0.652852966,-0.215236858,0.0550560359,0.0128320045,-0.373256861,1.9012242081
517e54c32,40000000,0.1579661791,-0.330476522,-0.415046733,-0.193226337,0.1633586525,0.3808316441,-0.280878006
5181084e0,3333333.34,-0.256066708,-0.236230707,0.2416894797,0.0101390534,0.045011756,0.1422769249,0.2504407594
519365abd,3600000,-0.049899112,-0.260437671,0.4595090906,-0.29122622,0.0188386094,-0.027715724,-0.026406411
51a546810,120000,-0.294447713,-0.187029925,0.1061362066,-0.06869666,-0.069396857,-0.156720727,-0.019407308
51b0dc55d,20000000,0.9105625899,-0.80716546,-0.593291789,-0.566707788,1.867631886,1.9746090883,1.2657224683
51bd61b2a,24000000,0.3106101767,0.4295092039,0.2167569445,-1.077162528,-2.37905493,-0.049068059,-2.218485174
51ef81700,9666666.66,0.6307783195,-1.788499373,-0.343980133,1.3318474631,-0.134757865,-0.199045057,0.3085097413
51f28655b,600000,0.8629122274,-1.431654069,-0.071942568,0.8619267073,0.4023134174,1.2227137591,-1.230318703
51fecf06d,2140000,0.1267556894,-0.546750323,0.1083425729,0.1016428042,0.539260598,0.291653203,0.355477883
51ff64f52,5000000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
5219e3524,160000,-0.243933281,-0.030455132,-0.010625567,-0.001150781,0.1147568076,0.0313073852,0.1459948788
5229aaaba,1166000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
522d3b0d9,10710000,1.8082226293,-3.751307866,-2.724509002,-0.386252689,-1.244891708,-1.742854444,-1.376769252
5236d7af2,6000000,0.2922451291,-0.242455365,0.8352566727,-0.989056448,-0.334047292,0.386204237,-0.567731226
52408a66f,2200000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
5244e20bb,1838333.34,0.7302498294,-0.828255108,-0.475216869,-1.285460747,1.3283449972,1.0093841033,1.8870081227
524c2f90f,9000000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
525d9734a,24000000,18.54882516,-3.935728816,11.154683255,8.738845237,-1.740712427,-2.657081053,-12.7933691
526f5bdf0,40000,-0.312837363,-0.176942722,0.103243912,-0.052166442,-0.143462952,-0.120203299,-0.019945933
527f5fad5,7100000,-0.268845497,-0.295189482,0.0464973718,-0.156230146,-0.218719268,-0.129057296,0.0197933998
52831c6f3,500000,2.0032559891,-2.442458353,-1.879409726,-0.237137611,-1.094026159,-0.53005454,1.2210874965
52847721e,5361000,0.3475235934,-0.42607319,-0.094755551,-0.249440387,1.3674602906,0.7585390911,-2.309414341
52a0a3db9,10000000,0.0986509187,-0.195727512,0.5594586907,-0.396466319,-0.061903067,0.1890634581,-0.518142796
52b53691c,803333.34,-0.299148659,-0.176980737,0.0950890511,-0.061162274,-0.092340334,-0.075229448,-0.076529497
52bdaa610,2994000,2.6628817976,-1.290127262,4.9172034168,-1.679488993,7.8150185874,-0.730503251,-0.195322895
52bfe707e,1554666.66,2.5707149975,-1.115715093,-2.442922135,-1.905799681,4.4114948525,-2.29433748,-2.501830002
52ca38bd2,178000,0.8544615684,1.405114851,-2.436028526,1.1116872476,2.9219246537,-0.913142418,-3.112320599
52ceee213,1233333.34,1.6740991654,-1.907773494,-2.183761131,-0.212148289,-0.183463175,-0.424775534,0.4862228993
52d8d7410,6000000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
52f3537dc,4400000,0.1648629333,-0.250350848,-0.918173101,0.2485748214,-0.96674376,0.8272827912,0.4563696981
52ff0d36d,1800000,0.5638537139,-0.657851431,-0.28328649,-0.394699754,1.792801004,0.2793125165,0.5948139087
52ff4bc24,100000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
530e45beb,2575000,2.969760166,-2.985546195,-2.887777526,-1.408309636,3.9153434416,-2.433933059,1.6590827762
531244036,2000000,-0.035128251,-0.088610898,-0.096484546,0.0196450213,0.6090674345,-0.311807058,-0.535933416
531ba534d,6000000,0.0250519655,-0.764823871,0.5669308095,1.2452212944,-0.2777163,0.0861299617,-0.442573081
53365556a,9800000,-0.036618565,-0.17813336,0.3280954131,-0.45251736,0.823162891,-0.354612897,0.5083318594
5342778cc,1822000,-0.165664522,-0.220612625,0.6057268542,-0.29307025,0.3033603136,-0.100199635,0.9141382769
534bd3594,120000,-0.282147358,-0.205975521,0.1332313129,0.1015259355,-0.185638601,-0.075335148,-0.031748353
53578b9a3,200000,-0.301476752,-0.156912313,0.0859014563,-0.066549487,-0.093726128,-0.095844381,0.0420579129
5370157bb,43333.34,-0.176417257,0.0056954368,-0.159138461,0.0092618341,0.1901436256,0.1306112383,0.1226429714
537f24368,110000,-0.236455116,-0.234571267,0.1463618096,0.1280516278,-0.164295299,-0.103570763,-0.08633826
538adb3dc,8980000,1.0435050982,-1.66447137,0.1900406772,-0.798861989,3.2527136051,1.029319582,0.1390309231
53939d56d,2600000,-0.173931725,-0.31423297,-0.048173385,0.02425779,-0.255304485,0.041629275,0.1428585805
53b773071,510000,-0.305253231,-0.185016911,0.0956942119,-0.060566263,-0.127779887,-0.110373104,-0.032562985
53bd7f375,2022500,-0.305431563,-0.183690082,0.1020871389,-0.071947623,-0.096864836,-0.131436095,-0.023537847
540af827f,400000,0.0568434712,-0.309054467,-0.182413554,-0.078410385,0.6091900738,-0.446868279,-0.047245835
541619617,124000,-0.290041445,-0.12224904,0.0558254805,-0.038659601,-0.043025854,-0.055679816,0.0630629417
546c308bf,20000000,0.2575635598,-0.811523628,0.7958054109,2.6627616147,-0.254876004,0.9671691654,-1.207741105
5473db6aa,3000000,-0.11338248,-0.557752153,-0.299100917,0.0269171065,-0.653394958,0.0248897853,0.3888877312
54848ce92,36000,-0.308693209,-0.181663602,0.0990619671,-0.060795866,-0.132042853,-0.104731313,-0.014952333
54a374e57,248000,-0.173392594,-0.309651802,-0.024076485,0.0059371671,0.1746861452,-0.035427454,-0.262672958
54b303d4d,5150000,-0.000670535,-0.351684647,-0.029043411,-0.076271044,0.6929790584,0.659031733,-1.020153372
54c3749cd,11000000,0.2885609192,-0.185476991,0.6901405252,-0.910201382,-0.278820012,0.4881003092,-0.487155028
54c8ba04b,9400000,0.7070840474,-0.932335335,-0.820159733,-0.122246269,1.7202087273,1.2215801278,1.7015245906
54da40efd,46000,-0.3083082,-0.182571787,0.0985984409,-0.062476904,-0.130527123,-0.110702749,-0.025328082
54ddc23db,200000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
54e24b58b,160000,-0.310842465,-0.171477102,0.0953634082,-0.057587455,-0.124960518,-0.116463638,-0.01726431
54f1338ef,1400000,-0.260245644,-0.222134768,0.1053849205,-0.102284805,0.0004701733,-0.082221707,-0.090268334
5557e2d6c,232000,-0.300792912,-0.183760613,0.1051632707,-0.04515176,-0.116966749,-0.108381863,-0.04721609
55765d32a,2590000,-0.234893851,-0.128305313,0.0490081378,-0.041415608,0.0067637938,-0.190902191,0.1348025369
5576881b7,2000000,-0.226259096,-0.248693912,0.0306799079,-0.098718736,-0.150479521,-0.00751326,-0.312239178
557b8a17e,1092500,0.2016900566,0.1446269022,1.0155967756,-0.294131408,1.0054207392,-0.956353246,1.6488618918
55a22deaf,32500000,0.976400956,-0.129490509,2.1802194393,2.5351032135,3.2093718825,-3.732394409,-0.62606691
55aaacecd,8000000,0.0690736837,-0.521287174,0.3411089352,-0.613005178,-0.015815744,0.3523417367,0.3986368397
55b8efb3f,35050000,0.2936007049,-0.766475285,-0.114278821,0.3409721364,-0.385564705,0.2461547475,0.0527384183
55c1afe2d,370000,-0.269390278,-0.091761574,0.1331317798,-0.136025812,-0.064215059,-0.227149527,0.0520394648
55fe32fa2,5000000,0.2302824421,-0.622075928,-0.884175448,0.0555214981,-0.253835105,-0.44671073,0.0607211975
5627feb72,6800000,-0.141520012,-0.336060215,-0.300876421,-0.059165038,-0.336793688,-0.121903525,0.3785707651
56282db55,450000,0.4347633834,-0.068188464,0.1730729035,-0.768896809,0.6161106115,0.3657891716,-0.080316292
5628e8380,3000000,-0.09174672,-0.453282154,-0.473569121,-0.091884901,-0.845296843,-0.09767684,0.611931115
5632cefbe,6000000,1.7147298622,-2.059123624,-2.838780716,0.4954377868,-0.886901975,-1.837477489,0.422741772
5658fd75e,922000,0.5667252623,-0.52306478,-0.548109298,-0.079676587,0.0357011799,0.5212730848,0.5389670406
565a5218b,18000000,-0.132433548,0.1505873415,-0.249785322,-0.019955494,0.3742947563,0.1751032546,0.3358376218
566ac2168,2000000,0.0136601219,-0.401550692,-0.305015373,0.004488191,0.7201508848,-0.302954986,0.054245885
566bef35a,2600000,-0.185101669,-0.343262995,-0.001181405,-0.076730937,-0.191451778,0.0920858248,-0.248090535
567970851,5600000,0.4951222896,-0.213367712,-0.649236533,0.5596917203,0.6809200928,1.9391946302,0.0310971297
567a57827,1167333.34,2.9163631833,-0.443585031,2.6624102563,-0.152571612,-3.385376224,3.9235287365,1.8629899673
567e39285,2800000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
568996783,500000,-0.291194714,-0.204252883,0.1081465391,-0.081239906,-0.031482798,-0.119346987,-0.026165715
56c559ee2,19552000,2.3374827143,-2.069211893,-3.964343593,-0.148690773,1.7295869154,-1.464139268,0.7464386115
56d07770b,1000000,-0.148439703,-0.097314103,0.0655136975,0.2906625673,0.0163819273,0.39183656,0.3487966818
56d0ed4a5,500000,-0.235753562,-0.297738095,-0.092371209,-0.076193565,-0.37616996,-0.133154432,0.2073370589
56e95a983,1100000,0.1601107337,0.331584898,-0.681434375,-0.060660154,1.3987658566,0.2127183018,0.5615495432
570f7e3a8,13598000,-0.314456649,-0.179115674,0.1033877364,-0.059421594,-0.138069844,-0.121037884,-0.022587735
571d2ea50,3442000,0.67882287,-0.342312404,1.2267039059,0.0822452949,0.0499107304,-0.405861022,1.2024539066
57515490b,7800000,0.494872878,-0.414448345,0.0365286748,-0.033705767,3.171524295,-0.328237793,0.2007439555
577ac66dc,735000,-0.202857542,-0.150695754,0.2250161751,-0.167784464,0.0629051843,-0.116381596,0.2778814169
5793f0036,1060000,-0.299507207,-0.163428489,0.0611396602,-0.035841416,-0.165183471,-0.094914862,-0.018616781
57a68425a,6500000,-0.053506301,-0.457010259,-0.197686283,-0.075690191,0.3162230337,-0.345575076,0.1116266523
57a8583ba,2400000,-0.255087176,-0.210679024,0.1691441619,-0.347016922,-0.011171943,-0.045416475,-0.150600539
57adebe99,3200000,0.360324078,-0.032245873,0.3906480019,-0.79820385,0.1291885534,0.5583105231,-0.268338553
57b306339,85500,-0.285108648,-0.1815067,0.1227390851,-0.200054647,-0.061818727,-0.082085227,0.0138678857
57c5a1bc3,385500,2.4353079738,-2.67329158,-3.226965582,-0.507312997,2.7406725135,0.8032625179,2.7654033728
57c6a2190,50000,0.4261061984,-1.047564905,0.0551408644,0.1663089076,1.3504388795,0.0725244036,-1.30665202
57cca97cc,24000000,1.2418652234,-0.839540966,-0.44532699,1.0649716456,2.3084622126,-1.574455238,0.7695702369
57ddc5f19,1394000,-0.290856307,-0.219421907,0.0860431021,-0.045790018,-0.081270627,-0.159597562,-0.114320117
57e5353bd,6200000,-0.308311759,-0.163683219,0.0904489811,-0.052400088,-0.111037153,-0.104237835,0.0012976124
